# Simulated random data file for batch processing
# timestamp: 2022-04-14 09:57:27
# LSC
# ------------------------

"var_x","var_y"
0.791219691280276,0.00399309094063938
0.190773560432717,0.727634233422577
NA,0.0610587445553392
0.659635243471712,0.131917320424691
0.0772326826117933,0.969937551766634
0.183110557263717,0.420681248418987
0.46944355382584,0.468877074774355
0.310326281934977,0.298662486718968
NA,0.172012544004247
0.841747198719531,0.998920417390764
0.0767429620027542,0.988065320532769
0.465788635192439,NA
NA,0.731753980508074
0.289000562625006,0.226708498317748
0.000791596481576562,NA
0.789420542307198,NA
0.234926552977413,0.724687106441706
0.698116317857057,0.193733674939722
0.681008089799434,0.387747770408168
0.308747527888045,0.671112094307318
0.304332065396011,0.996404065052047
0.470252159517258,0.102877211989835
