# Simulated random data file for batch processing
# timestamp: 2022-04-14 09:57:27
# LSC
# ------------------------

"var_x","var_y"
0.516960546607152,0.0411864724010229
0.101479520322755,0.912131178425625
0.257628446444869,0.827352748252451
NA,NA
0.498392274836078,0.994485879782587
0.113303499296308,0.195545717608184
0.378265228122473,0.400299092987552
0.792809817241505,0.586646436015144
0.985593320801854,0.510510696331039
0.307738789590076,0.150197509210557
0.0901070674881339,0.193062995094806
0.00938935973681509,0.974782674107701
0.908414714271203,0.0429075036663562
0.261991557432339,0.350373900029808
0.320062364451587,0.55109463725239
0.00320706819184124,0.673052015481517
0.329946969868615,0.250178054906428
0.628599808784202,0.0532429835293442
0.0536346090957522,NA
0.641547352774069,0.206298282602802
0.349679484497756,0.505681562470272
0.466777198016644,0.60224980651401
0.918892276240513,0.425640242174268
0.821361672366038,0.902282985625789
0.945572895696387,0.484809966990724
0.982100224122405,0.276720545254648
0.358502751449123,0.541972515871748
0.308113502338529,0.568010293645784
0.236072047613561,0.628509800648317
0.795683997217566,0.110276203602552
NA,0.673364570597187
0.0920705273747444,0.622657939093187
0.445049801142886,0.437908256892115
0.910911185666919,0.829865380423144
0.30344924936071,0.838030878687277
0.964418542338535,0.258713788585737
0.196436091559008,0.902778164017946
0.0248383807484061,0.549475665437058
0.351643553236499,0.576321283821017
0.768379406072199,0.0644090953283012
0.280305865453556,0.884456198662519
0.497928242664784,0.476651221513748
0.834780435310677,0.253693408099934
0.599149444140494,0.704959989525378
0.933643464231864,0.255349277984351
NA,0.497846545185894
0.669022754998878,0.244869049172848
0.66117971832864,0.618439775658771
0.584774164482951,0.0109848086722195
0.105104492977262,NA
0.681735076010227,0.681589631829411
0.834649042924866,0.52848247741349
0.0561360877472907,0.864952969597653
0.960212635574862,0.154601462883875
0.896064667962492,0.571750869741663
0.878790603484958,0.0651994701474905
0.925591386854649,0.0665911412797868
0.796392606105655,0.147823009639978
