# Simulated random data file for batch processing
# timestamp: 2022-04-14 09:57:27
# LSC
# ------------------------

"var_x","var_y"
0.518264736281708,0.821716944454238
NA,0.0942491625901312
NA,0.594467622926459
NA,0.659310396295041
0.258918938459828,0.862439023796469
0.677132139680907,NA
0.763727248646319,NA
0.0793402551207691,NA
NA,0.414869777858257
0.856510353740305,0.3492362042889
0.138635762501508,0.663680647965521
0.509127565193921,0.322714229347184
0.601516305701807,0.839608420385048
0.391108349431306,0.488492932636291
0.301516508450732,0.547073703957722
0.33836502651684,0.365738119930029
NA,0.102907409425825
0.214957152958959,0.47428943682462
0.488329271785915,0.460713289445266
NA,0.597656208323315
0.765651817433536,0.768436279380694
NA,NA
0.20955065684393,NA
0.834158240817487,0.210378016345203
NA,NA
0.242484145099297,0.979464313481003
NA,NA
0.566913333721459,NA
0.537302463082597,0.792886528884992
0.193649576045573,0.113372178282589
0.45623477245681,NA
NA,0.656737220473588
0.252180631272495,NA
0.610742804594338,0.113624218385667
0.145195708144456,0.570866141235456
0.911270228214562,NA
0.0915021982509643,0.882608572021127
0.519612011266872,0.085947806481272
0.285663131158799,0.284195173531771
0.526719223009422,0.864341687876731
NA,0.629210158018395
0.931458704173565,0.48809552541934
