# Simulated random data file for batch processing
# timestamp: 2022-04-14 09:57:27
# LSC
# ------------------------

"var_x","var_y"
0.872651044744998,0.975188068114221
0.266987807117403,0.119816828751937
0.87417679396458,0.0195185111369938
0.71318059368059,0.673197563737631
0.477397131733596,0.664635580265895
0.325307935010642,0.498892261646688
0.0222503889817744,NA
0.0539780266117305,0.0793914061505347
0.571704791625962,0.00891844928264618
0.764432896859944,NA
0.391958739375696,0.283473194809631
0.448693114798516,0.66869754367508
0.738015767652541,0.883180933073163
0.662410455523059,0.50545968208462
0.950873609865084,0.0951552940532565
0.665114769944921,0.615650440333411
0.25812803208828,0.165815326618031
0.815023639937863,0.548184524988756
0.845431740861386,0.463546775747091
0.0318024004809558,0.510566623415798
0.291306157363579,0.590695824706927
0.319486452266574,0.645945752505213
0.265965864760801,0.435724454931915
0.816024483414367,0.0169834599364549
NA,0.523301644483581
NA,0.231200478971004
0.926511372439563,0.112034799763933
0.558270774548873,0.48420446482487
0.680424116086215,0.0451807300560176
0.528548113070428,0.0572404563426971
0.536814698250964,0.224993563024327
0.0357555975206196,0.721850398695096
0.390389896230772,0.932513505918905
0.519754249602556,0.919936848338693
0.973769441712648,0.61147325951606
0.827508395770565,0.119435573462397
0.395093219354749,0.795079051051289
0.21706483582966,NA
0.471612055785954,0.749976354418322
0.880355320172384,0.711221173871309
0.819808698492125,0.0480032004415989
0.181295003509149,0.237797615816817
0.758901475928724,0.847036255756393
0.67523433896713,0.166226107627153
0.474882153095677,0.0699928984977305
NA,0.093898659106344
