# Simulated random data file for batch processing
# timestamp: 2022-04-14 09:57:27
# LSC
# ------------------------

"var_x","var_y"
0.244944196892902,0.205849654506892
0.899238014826551,0.403187711490318
0.313192125409842,0.120345561532304
0.307373421499506,0.497122577391565
0.489995004143566,0.506733838235959
0.93366062338464,0.341000853572041
0.992059959331527,0.895299048861489
0.752845905488357,0.648970102192834
0.17383499792777,0.715606807498261
0.917007955955341,0.29237781977281
0.920676886802539,0.0498096868395805
0.897328548366204,0.156394366873428
0.120511269429699,0.183884767815471
0.472968575078994,0.612023869995028
0.252056538593024,0.885435808217153
0.441244722111151,0.485528375953436
0.825356318848208,0.682596862316132
0.174527863506228,0.0275087708141655
0.359028815058991,0.543348136357963
0.639350075507537,0.322115431074053
0.791891296161339,0.939064566511661
0.591599986655638,0.141743141924962
0.397829407127574,0.9366457357537
0.242051905253902,0.687415116699412
0.27954192366451,NA
0.917320252396166,NA
0.26767152454704,0.484564864076674
0.622476381249726,0.331257901154459
0.494630568195134,0.842988000018522
0.823630762519315,0.4669714581687
0.490053761051968,0.901900371536613
0.204224483110011,NA
0.862152712419629,0.907051241258159
0.885124368593097,0.491062528686598
0.0887994915246964,0.773146001622081
0.40643234574236,0.118045627838001
0.813476736657321,0.0926586389541626
0.929097056388855,0.200629498576745
0.831334284506738,0.531927603529766
0.996349363820627,0.988717462401837
0.261315138312057,0.470415560761467
0.0311125705484301,0.564443570794538
NA,0.0527015221305192
0.389365473994985,0.503211581148207
NA,0.638216038001701
0.83238809579052,0.768045240081847
0.916950031649321,0.345185373909771
0.699589374940842,0.278402514057234
0.244721519295126,0.934700036188588
0.913603395456448,0.247202358674258
0.997912789927796,0.638857958372682
0.337879830505699,0.261393395019695
0.267703177174553,0.343496134271845
0.727696201531217,0.206771582365036
0.0756574226543307,0.464318368583918
0.226596845081076,0.275697496952489
0.780567366629839,0.18892240896821
0.868539905175567,0.860776637215167
0.343338042031974,0.141314659966156
0.650852620368823,0.202365546720102
0.648101980332285,0.262344976421446
0.51228597923182,0.115830507595092
0.366627299459651,0.577011667191982
0.852773474995047,0.679623534437269
0.325426250463352,0.213968424592167
0.399148838827386,0.140064242761582
0.0527574659790844,0.245193378766999
0.349981425795704,0.598432778147981
0.948216795921326,0.539667756762356
0.599109868053347,0.703829193254933
0.231012937845662,0.1919642589055
0.87914809351787,0.328333294484764
0.749751798342913,0.180868511088192
0.504693661583588,0.247933326754719
0.302887280704454,0.2219086389523
0.686925223795697,0.761971594532952
0.268648749217391,0.252498215297237
0.310154959792271,0.0449966583400965
0.88414451549761,0.105889212572947
0.96122250915505,0.0836065469775349
NA,0.255568474298343
0.172243674984202,0.935092177707702
0.429781841114163,0.738403141731396
0.124595934292302,0.505649151746184
0.948663093382493,0.125854846090078
0.0203860637266189,0.525859631830826
0.635938563151285,0.407231223303825
0.00387139082886279,0.0585687290877104
0.241366954054683,0.64743275847286
0.234330591280013,0.666465450078249
0.115884544793516,0.869520317995921
0.779201060067862,0.73246031650342
0.0556534512434155,0.00762507459148765
0.930784699972719,0.532034329604357
