# Simulated random data file for batch processing
# timestamp: 2022-04-14 09:57:27
# LSC
# ------------------------

"var_x","var_y"
0.077728884993121,0.139589774888009
0.743086542002857,0.533118018414825
0.597186984494328,0.689091024454683
0.449294477701187,0.477854295400903
0.962094050133601,0.146489694481716
0.769900859100744,0.148618699517101
NA,0.437931059161201
0.812947462545708,0.196412449004129
0.596798891434446,0.884783473564312
NA,0.822627438697964
0.0914662671275437,0.773425760911778
0.882294192211702,0.650795654626563
0.240495659643784,0.782551851589233
0.793273769086227,0.381498147500679
0.122705932706594,NA
0.507726785726845,0.352046628249809
0.190897037275136,0.598169357748702
0.211391815682873,0.865445042727515
0.642171250423416,0.414408873766661
0.16868089674972,0.0448092049919069
0.277547285659239,0.654859226429835
0.671530054183677,0.047871079063043
0.0230259906966239,0.669728269567713
0.124121812870726,0.307595044607297
0.521953769028187,0.793401152826846
NA,0.375719420611858
0.949776340276003,0.47142251720652
0.682111911708489,0.137036881642416
0.147446964401752,0.770157833816484
0.525685847736895,0.486250143731013
0.89556867768988,0.546902695205063
0.900764278136194,0.260637909173965
0.147210859926417,0.213377592153847
0.896568152820691,NA
0.895667114527896,0.47720049880445
0.269794881809503,0.315563350450248
0.545640839496627,0.547768440796062
0.122780183330178,0.205412523588166
0.200963359093294,0.907134662847966
NA,0.405657460913062
0.82322862627916,0.89676428004168
0.707688974682242,0.907893938943744
0.341719222953543,NA
0.573372504208237,NA
