# Simulated random data file for batch processing
# timestamp: 2022-04-14 09:57:27
# LSC
# ------------------------

"var_x","var_y"
0.538770430954173,0.905950230546296
NA,0.133340784814209
0.320391789777204,0.464618481229991
0.595946606015787,0.337707295781001
0.517057189252228,0.680139341624454
0.321703437017277,0.744516882114112
0.199519694084302,0.752748451428488
0.967083520954475,0.660726244794205
0.490901337470859,0.167408134555444
0.899072458269075,0.314606409519911
0.815961959538981,0.607667644275352
0.745399816893041,0.315623092232272
0.908880693372339,0.821211838396266
0.0493082965258509,0.797789612784982
0.644733349326998,0.631122676189989
0.0488084685057402,0.235441834898666
0.0793207883834839,NA
0.393403061432764,0.856837949017063
0.205660165054724,0.243052537087351
0.997351915808395,0.213788342662156
0.766591950086877,0.246712374966592
0.041638991329819,0.378698920831084
0.266338283196092,0.197112585883588
0.152599917026237,0.906827569473535
0.593505560420454,0.936140374280512
0.507286174222827,0.490666940808296
0.409804563736543,0.313310818979517
0.0860770614817739,0.297703493852168
0.823129317257553,0.767152228392661
0.298482719575986,0.946345406584442
NA,0.42886599781923
0.29046443826519,0.211557535920292
0.0362975646276027,0.587424566503614
0.357615157263353,0.672702983021736
0.785939611494541,0.60811937530525
0.675893213134259,0.750026160152629
NA,0.161771337268874
0.880769280949607,0.745820517651737
0.317484350642189,0.772098491899669
0.596137709217146,0.600752990227193
0.914576130453497,0.827099781716242
0.172949427040294,0.879899547435343
0.33232410880737,0.233042652951553
0.329269212437794,0.476123895728961
0.25007873843424,0.52743674791418
0.226833596592769,0.116850757272914
0.0368209842126817,0.990707795834169
0.196361668407917,0.00917499070055783
0.273281748406589,0.862207904225215
0.351506245322526,0.263327816966921
0.824798435904086,0.422117283334956
0.94599050283432,0.220800238894299
0.868649555137381,0.202684930758551
0.680552051402628,0.75079604703933
0.156296006403863,0.331316287862137
0.554257748415694,0.702681149588898
0.709722811356187,0.124328517122194
0.955512503627688,0.301594892516732
0.132545482832938,0.857365136733279
0.29062026925385,0.931449074763805
0.185727261938155,0.436151666333899
0.817292664200068,0.171422358369455
0.101670916657895,0.351386884925887
0.545785269699991,0.141241360688582
0.420234076213092,0.978195318253711
0.232199480989948,0.0686766488943249
0.571255850838497,0.114395567914471
0.463200527243316,0.829862031852826
0.0593461659736931,0.664630766725168
0.55855760560371,0.137569002341479
0.611353376414627,0.579187684692442
0.288960096426308,NA
0.182018823456019,0.138543999753892
0.755907653132454,0.391803737962618
0.70953326090239,0.648906075861305
0.673147917957976,0.40320469182916
0.762822062708437,0.888441789429635
0.886196814710274,0.430867572780699
0.972442924045026,0.806975628016517
0.946056589484215,0.538944707252085
0.365587262669578,0.997203411534429
0.152771240798756,0.0974657370243222
0.253282106947154,0.96402351744473
0.63372102426365,0.146384510910138
0.00587957398965955,0.638490124372765
0.573798416415229,0.402795381145552
0.208911738824099,0.0770022980868816
0.0381816104054451,0.907674395013601
0.73086910857819,0.906656349776313
0.342002732446417,0.159045332111418
0.257628168910742,0.116913920501247
0.221693824278191,0.980437373043969
0.50694339745678,NA
0.239363249158487,0.418111220467836
