# Summary stats for batch processing of regression models
# timestamp: 2022-04-14 09:57:28
# NJG
# ------------------------

"ID","file_name","slope","p_val","r2"
1,"ranFile001.csv",0.0463656173414905,0.749555520372261,0.00168290172153391
2,"ranFile002.csv",-0.0536067241457725,0.670269988755262,0.00214306258398179
3,"ranFile003.csv",-0.231437642293945,0.0436221162747953,0.0511723573890952
4,"ranFile004.csv",0.228215610559767,0.0849836599826835,0.0478537423993971
5,"ranFile005.csv",0.275662287624004,0.137695809045081,0.0529475136039663
6,"ranFile006.csv",-0.029162375176996,0.881693717335632,0.00080492837669087
7,"ranFile007.csv",0.131112843450194,0.342422213771878,0.0170208803919413
8,"ranFile008.csv",-0.104424732320539,0.341853972934626,0.0102719885622468
9,"ranFile009.csv",0.205246507439714,0.179219785615321,0.0509401759342472
10,"ranFile010.csv",-0.0722690494925257,0.699585059104057,0.00760440541662778
11,"ranFile011.csv",0.419873405116826,0.185943135883262,0.235025406768905
12,"ranFile012.csv",-0.140246067499443,0.313935844816099,0.0211204948588918
13,"ranFile013.csv",0.0171136904492737,0.861437333710135,0.000356256496322557
14,"ranFile014.csv",-0.00388191243571985,0.977359481619084,1.22956805466215e-05
15,"ranFile015.csv",-0.0205852223563555,0.845808107921286,0.000469675145888804
16,"ranFile016.csv",-0.227549132161917,0.361068955848693,0.0398597095695363
17,"ranFile017.csv",0.254011638303811,0.152839165273226,0.0530321012886309
18,"ranFile018.csv",-0.19736765263566,0.290407241047801,0.0556834130141149
19,"ranFile019.csv",0.154516400330172,0.20205565049078,0.0245393903061145
20,"ranFile020.csv",-0.186716023285195,0.218536920288028,0.0349918288278689
21,"ranFile021.csv",0.40195142053778,0.353298697703224,0.0865545122815388
22,"ranFile022.csv",-0.646127131741983,0.0697948095246158,0.215881821611302
23,"ranFile023.csv",-0.171756644576429,0.231643685310685,0.0279319217469628
24,"ranFile024.csv",0.145861276790348,0.214110256485601,0.0210627272595782
25,"ranFile025.csv",0.170056520234658,0.322328819583038,0.0391793168093864
26,"ranFile026.csv",-0.139618477722782,0.267562015716881,0.022712449277824
27,"ranFile027.csv",0.16293299121293,0.200670901557133,0.0246887649420551
28,"ranFile028.csv",0.165815593971566,0.199194428821847,0.0314962503602624
29,"ranFile029.csv",-0.0696183055709098,0.544121557682037,0.00513285208473784
30,"ranFile030.csv",-0.270712063700182,0.112261807447851,0.0618457838252862
31,"ranFile031.csv",-0.119742994764118,0.454599551354895,0.0137102776848936
32,"ranFile032.csv",0.0564644408944832,0.680393423918093,0.00230589719713027
33,"ranFile033.csv",0.0797844204640405,0.532474023161579,0.00611749878063359
34,"ranFile034.csv",-0.0447831542955798,0.722390190676413,0.00181433274291727
35,"ranFile035.csv",-0.0988968547870155,0.517489515099465,0.0124248732492656
36,"ranFile036.csv",-0.0963277417926014,0.51916811016784,0.00745900489034456
37,"ranFile037.csv",-0.00019855871622392,0.998610090455595,4.07312116334721e-08
38,"ranFile038.csv",-0.202015457902527,0.261471666482406,0.0330621390160314
39,"ranFile039.csv",0.115870280667771,0.523088813489617,0.0111092144276432
